x
-0.0206
-0.019017
-0.017498
-0.016039
-0.014638
-0.013293
-0.012003
-0.010763
-0.0095734
-0.0084311
-0.0073344
-0.0062816
-0.0052708
-0.0043004
-0.0033688
-0.0024744
-0.0016158
-0.00079142
0
-0.0206
-0.019017
-0.017498
-0.016039
-0.014638
-0.013293
-0.012003
-0.010763
-0.0095734
-0.0084311
-0.0073344
-0.0062816
-0.0052708
-0.0043004
-0.0033688
-0.0024744
-0.0016158
-0.00079142
0
-0.0206
-0.019017
-0.017498
-0.016039
-0.014638
-0.013293
-0.012003
-0.010763
-0.0095734
-0.0084311
-0.0073344
-0.0062816
-0.0052708
-0.0043004
-0.0033688
-0.0024744
-0.0016158
-0.00079142
0
-0.0206
-0.019017
-0.017498
-0.016039
-0.014638
-0.013293
-0.012003
-0.010763
-0.0095734
-0.0084311
-0.0073344
-0.0062816
-0.0052708
-0.0043004
-0.0033688
-0.0024744
-0.0016158
-0.00079142
0
-0.0206
-0.019017
-0.017498
-0.016039
-0.014638
-0.013293
-0.012003
-0.010763
-0.0095734
-0.0084311
-0.0073344
-0.0062816
-0.0052708
-0.0043004
-0.0033688
-0.0024744
-0.0016158
-0.00079142
0
-0.0206
-0.019017
-0.017498
-0.016039
-0.014638
-0.013293
-0.012003
-0.010763
-0.0095734
-0.0084311
-0.0073344
-0.0062816
-0.0052708
-0.0043004
-0.0033688
-0.0024744
-0.0016158
-0.00079142
0
-0.0206
-0.019017
-0.017498
-0.016039
-0.014638
-0.013293
-0.012003
-0.010763
-0.0095734
-0.0084311
-0.0073344
-0.0062816
-0.0052708
-0.0043004
-0.0033688
-0.0024744
-0.0016158
-0.00079142
0
-0.0206
-0.019017
-0.017498
-0.016039
-0.014638
-0.013293
-0.012003
-0.010763
-0.0095734
-0.0084311
-0.0073344
-0.0062816
-0.0052708
-0.0043004
-0.0033688
-0.0024744
-0.0016158
-0.00079142
0
-0.0206
-0.019017
-0.017498
-0.016039
-0.014638
-0.013293
-0.012003
-0.010763
-0.0095734
-0.0084311
-0.0073344
-0.0062816
-0.0052708
-0.0043004
-0.0033688
-0.0024744
-0.0016158
-0.00079142
0
-0.0206
-0.019017
-0.017498
-0.016039
-0.014638
-0.013293
-0.012003
-0.010763
-0.0095734
-0.0084311
-0.0073344
-0.0062816
-0.0052708
-0.0043004
-0.0033688
-0.0024744
-0.0016158
-0.00079142
0
-0.0206
-0.019017
-0.017498
-0.016039
-0.014638
-0.013293
-0.012003
-0.010763
-0.0095734
-0.0084311
-0.0073344
-0.0062816
-0.0052708
-0.0043004
-0.0033688
-0.0024744
-0.0016158
-0.00079142
0
-0.0206
-0.019017
-0.017498
-0.016039
-0.014638
-0.013293
-0.012003
-0.010763
-0.0095734
-0.0084311
-0.0073344
-0.0062816
-0.0052708
-0.0043004
-0.0033688
-0.0024744
-0.0016158
-0.00079142
0
-0.0206
-0.019017
-0.017498
-0.016039
-0.014638
-0.013293
-0.012003
-0.010763
-0.0095734
-0.0084311
-0.0073344
-0.0062816
-0.0052708
-0.0043004
-0.0033688
-0.0024744
-0.0016158
-0.00079142
0
-0.0206
-0.019017
-0.017498
-0.016039
-0.014638
-0.013293
-0.012003
-0.010763
-0.0095734
-0.0084311
-0.0073344
-0.0062816
-0.0052708
-0.0043004
-0.0033688
-0.0024744
-0.0016158
-0.00079142
0
-0.0206
-0.019017
-0.017498
-0.016039
-0.014638
-0.013293
-0.012003
-0.010763
-0.0095734
-0.0084311
-0.0073344
-0.0062816
-0.0052708
-0.0043004
-0.0033688
-0.0024744
-0.0016158
-0.00079142
0
-0.0206
-0.019017
-0.017498
-0.016039
-0.014638
-0.013293
-0.012003
-0.010763
-0.0095734
-0.0084311
-0.0073344
-0.0062816
-0.0052708
-0.0043004
-0.0033688
-0.0024744
-0.0016158
-0.00079142
0
-0.0206
-0.019017
-0.017498
-0.016039
-0.014638
-0.013293
-0.012003
-0.010763
-0.0095734
-0.0084311
-0.0073344
-0.0062816
-0.0052708
-0.0043004
-0.0033688
-0.0024744
-0.0016158
-0.00079142
0
-0.0206
-0.019017
-0.017498
-0.016039
-0.014638
-0.013293
-0.012003
-0.010763
-0.0095734
-0.0084311
-0.0073344
-0.0062816
-0.0052708
-0.0043004
-0.0033688
-0.0024744
-0.0016158
-0.00079142
0
-0.0206
-0.019017
-0.017498
-0.016039
-0.014638
-0.013293
-0.012003
-0.010763
-0.0095734
-0.0084311
-0.0073344
-0.0062816
-0.0052708
-0.0043004
-0.0033688
-0.0024744
-0.0016158
-0.00079142
0
-0.0206
-0.019017
-0.017498
-0.016039
-0.014638
-0.013293
-0.012003
-0.010763
-0.0095734
-0.0084311
-0.0073344
-0.0062816
-0.0052708
-0.0043004
-0.0033688
-0.0024744
-0.0016158
-0.00079142
0
-0.0206
-0.019017
-0.017498
-0.016039
-0.014638
-0.013293
-0.012003
-0.010763
-0.0095734
-0.0084311
-0.0073344
-0.0062816
-0.0052708
-0.0043004
-0.0033688
-0.0024744
-0.0016158
-0.00079142
0
-0.0206
-0.019017
-0.017498
-0.016039
-0.014638
-0.013293
-0.012003
-0.010763
-0.0095734
-0.0084311
-0.0073344
-0.0062816
-0.0052708
-0.0043004
-0.0033688
-0.0024744
-0.0016158
-0.00079142
0
-0.0206
-0.019017
-0.017498
-0.016039
-0.014638
-0.013293
-0.012003
-0.010763
-0.0095734
-0.0084311
-0.0073344
-0.0062816
-0.0052708
-0.0043004
-0.0033688
-0.0024744
-0.0016158
-0.00079142
0
-0.0206
-0.019017
-0.017498
-0.016039
-0.014638
-0.013293
-0.012003
-0.010763
-0.0095734
-0.0084311
-0.0073344
-0.0062816
-0.0052708
-0.0043004
-0.0033688
-0.0024744
-0.0016158
-0.00079142
0
-0.0206
-0.019017
-0.017498
-0.016039
-0.014638
-0.013293
-0.012003
-0.010763
-0.0095734
-0.0084311
-0.0073344
-0.0062816
-0.0052708
-0.0043004
-0.0033688
-0.0024744
-0.0016158
-0.00079142
0
-0.0206
-0.019017
-0.017498
-0.016039
-0.014638
-0.013293
-0.012003
-0.010763
-0.0095734
-0.0084311
-0.0073344
-0.0062816
-0.0052708
-0.0043004
-0.0033688
-0.0024744
-0.0016158
-0.00079142
0
-0.0206
-0.019017
-0.017498
-0.016039
-0.014638
-0.013293
-0.012003
-0.010763
-0.0095734
-0.0084311
-0.0073344
-0.0062816
-0.0052708
-0.0043004
-0.0033688
-0.0024744
-0.0016158
-0.00079142
0
-0.0206
-0.019017
-0.017498
-0.016039
-0.014638
-0.013293
-0.012003
-0.010763
-0.0095734
-0.0084311
-0.0073344
-0.0062816
-0.0052708
-0.0043004
-0.0033688
-0.0024744
-0.0016158
-0.00079142
0
-0.0206
-0.019017
-0.017498
-0.016039
-0.014638
-0.013293
-0.012003
-0.010763
-0.0095734
-0.0084311
-0.0073344
-0.0062816
-0.0052708
-0.0043004
-0.0033688
-0.0024744
-0.0016158
-0.00079142
0
-0.0206
-0.019017
-0.017498
-0.016039
-0.014638
-0.013293
-0.012003
-0.010763
-0.0095734
-0.0084311
-0.0073344
-0.0062816
-0.0052708
-0.0043004
-0.0033688
-0.0024744
-0.0016158
-0.00079142
0
-0.0206
-0.019017
-0.017498
-0.016039
-0.014638
-0.013293
-0.012003
-0.010763
-0.0095734
-0.0084311
-0.0073344
-0.0062816
-0.0052708
-0.0043004
-0.0033688
-0.0024744
-0.0016158
-0.00079142
0
-0.0206
-0.019017
-0.017498
-0.016039
-0.014638
-0.013293
-0.012003
-0.010763
-0.0095734
-0.0084311
-0.0073344
