vtkCompositeIndexArray,vtkOriginalIndices,x,y,z,u1,u2,u3,__vtkIsSelected__,p
2,318,0.015,0.075,0,-0.0874477,0.310579,0,0,-0.477749
2,319,0.02,0.075,0,-0.0930417,0.29312,0,0,-0.410834
2,320,0.025,0.075,0,-0.0854447,0.255517,0,0,-0.344187
2,321,0.03,0.075,0,-0.0708263,0.20943,0,0,-0.281444
2,322,0.035,0.075,0,-0.0543169,0.160813,0,0,-0.222822
2,323,0.04,0.075,0,-0.0396703,0.112158,0,0,-0.167009
2,324,0.045,0.075,0,-0.0294352,0.0639976,0,0,-0.111874
2,325,0.05,0.075,0,-0.0251858,0.0158099,0,0,-0.0549969
2,326,0.055,0.075,0,-0.0276953,-0.033443,0,0,0.006051
2,327,0.06,0.075,0,-0.0369651,-0.0849279,0,0,0.0735509
2,328,0.065,0.075,0,-0.0520657,-0.139505,0,0,0.149422
2,329,0.07,0.075,0,-0.070788,-0.197016,0,0,0.234791
2,330,0.075,0.075,0,-0.0891644,-0.255008,0,0,0.329212
2,331,0.08,0.075,0,-0.101024,-0.306557,0,0,0.429664
2,332,0.085,0.075,0,-0.0982847,-0.337115,0,0,0.528284
2,333,0.09,0.075,0,-0.0749814,-0.321043,0,0,0.603484
2,334,0.095,0.075,0,-0.037665,-0.221005,0,0,0.617561
2,335,0.1,0.075,0,0,0,0,0,0.603896
2,336,0,0.08,0,0,0,0,0,-0.778222
2,337,0.005,0.08,0,-0.0408845,0.230571,0,0,-0.767923
2,338,0.01,0.08,0,-0.0691644,0.313999,0,0,-0.708915
2,339,0.015,0.08,0,-0.0730688,0.315989,0,0,-0.603136
2,340,0.02,0.08,0,-0.0542104,0.281635,0,0,-0.49444
2,341,0.025,0.08,0,-0.0230139,0.234454,0,0,-0.398484
2,342,0.03,0.08,0,0.0114567,0.185371,0,0,-0.316237
2,343,0.035,0.08,0,0.0433056,0.13861,0,0,-0.245093
2,344,0.04,0.08,0,0.0689574,0.0950394,0,0,-0.181303
